orcid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0000-0002-3221-0788	-0.106623314	0.0399935	0.06671081	0.102001086	0.10333713	-0.07242138	-0.02011164	-0.118246906	-0.16056922	-0.3347467	-0.15179494	0.309204	-0.2900612	-0.08596623	0.26156938	0.041993007	0.0099958675	-0.07073339	-0.15403584	0.22058037	0.27372456	0.118258886	-0.04200958	-0.23028073	0.31507978	0.15909705	0.11245523	0.18740703	0.2398853	-0.25679117	-0.070592985	0.040707387
0000-0002-3236-4787	0.00819571	-0.005709954	-0.07625259	-0.18979795	-0.015814234	0.23561627	0.19659069	-0.0012640937	0.22698042	-0.07044816	-0.10498045	0.10726396	-0.0023667852	0.024330081	0.25891793	-0.1111518	0.067190915	0.14545122	-0.10521211	0.11010335	0.04444057	0.24662942	0.22735304	0.21556468	0.01122895	-0.0033565399	-0.41261637	-0.34217402	0.37555438	0.21971253	-0.08143537	0.10680202
0000-0002-3239-7714	0.23059866	-0.018738832	0.21220848	-0.17015241	0.23053241	-0.051158838	-0.11979442	0.15298665	-0.12790273	-0.03966315	0.09720366	0.13286074	-0.0036045746	0.2391988	-0.060639452	0.03234428	-0.1679633	0.036893286	-0.121959	-0.08054773	-0.23446472	0.24656844	0.11042752	-0.18420193	-0.24040872	0.13697262	-0.017192688	0.003949148	-0.04975351	-0.48198277	-0.30941546	0.22752556
0000-0002-3241-1846	0.0026621136	0.16080639	0.30168337	-0.26743707	0.3642958	-0.0620604	-0.17768548	0.086872175	0.20683277	-0.19978634	0.12376937	0.17188238	0.20550707	0.05711594	0.17776395	0.11348888	0.19033483	0.2006867	0.03319983	0.091182224	-0.2978929	0.1940214	0.12568416	0.09239461	0.09936775	-0.10544685	0.094764076	0.09906791	0.15495296	0.19214934	0.26718086	0.098199435
0000-0002-3242-5981	0.07474301	0.17927052	0.10509781	-0.18775764	-0.19445902	-0.0027074704	-0.14016874	-0.30238286	0.34638235	0.06810554	0.16948304	0.07170478	0.04396797	-0.17747281	0.10179437	-0.23499386	-0.20353119	-0.23527321	0.023974653	-0.017821928	0.24657775	-0.0898574	0.22266953	0.14639954	0.2049003	0.1976915	-0.055565514	0.04335517	-0.052175198	0.2552613	-0.0025442294	0.3436476
0000-0002-3244-4250	-0.28815404	-0.26235363	0.06011451	-0.08169072	0.34530124	0.3130069	0.0075548575	0.21804683	-0.29582003	-0.04374815	0.16447917	-0.08197426	0.1768647	0.03797252	0.029918827	0.32746944	-0.12636355	0.33248973	0.09774329	-0.055795494	0.12686104	0.109251454	-0.027221546	0.095024385	0.08539759	-0.16232817	0.124412835	-0.066281475	0.19419897	-0.10802509	-0.051219475	-0.16274895
0000-0002-3253-5400	-0.31229806	-0.060019903	-0.0856557	-0.11584822	0.015044869	-0.25585002	0.27160543	-0.23348889	0.22147572	-0.13330945	0.23849437	-0.0710146	0.05599669	0.18481748	0.37444186	-0.014662527	0.036864404	-0.2885886	-0.06088581	-0.0630733	-0.050196275	0.10519898	-0.19619727	-0.020400388	-0.024511728	-0.07503387	0.07868071	-0.21440671	0.33365571	0.15084855	-0.18082425	0.08765889
0000-0002-3265-7715	0.20560688	0.21325818	-0.21034539	-0.20474534	-0.016501723	0.42165363	0.17701483	0.12727194	0.067241244	-0.15324341	-0.11181439	-0.22019559	0.19192606	0.108567946	0.14404015	0.15534526	-0.31461364	0.10433348	0.031656444	-0.04373598	-0.12836137	-0.1502123	-0.07685628	-0.2175373	0.07412249	-0.21138234	0.19922622	-0.24651682	0.13630079	-0.20755616	0.016761476	-0.018994333
0000-0002-3275-9156	0.08808964	-0.23301928	-0.08312913	-0.24059005	0.232228	-0.21475025	-0.20872825	0.10259121	0.022956466	-0.0023785583	0.1675909	0.0653667	0.28949317	-0.23036017	0.20262878	-0.23372115	0.30481425	-1.3707603e-05	-0.023874644	0.14518335	-0.23945786	-0.026925793	-0.29576945	-0.07438611	0.07724799	-0.010953521	-0.109810755	0.30610672	0.10735128	-0.0789259	-0.060352348	0.2338348
0000-0002-3294-3869	0.24913916	0.2574794	0.22574173	-0.22614703	0.10050171	-0.08536367	0.28026834	0.0030154225	-0.05023657	0.39517334	0.013727934	0.12907274	0.09342266	-0.17120163	0.056720205	0.027043778	-0.18088041	-0.034408905	0.28853688	-0.1995136	-0.072291605	0.13977675	-0.18166365	0.17600702	0.10772442	-0.09556849	0.3816044	-0.115837514	-0.13389248	-0.10902642	0.006661358	-0.026904996
0000-0002-3333-5013	-0.009714387	-0.0059755435	-0.083890185	0.20740187	-0.17262797	-0.081108816	0.02581535	0.22862157	0.041964397	-0.12637481	-0.009410813	0.27825564	-0.08400161	0.017691512	0.1956909	0.071513996	0.13551994	0.16042212	-0.21609361	-0.49781343	-0.19242778	0.27383426	0.011724328	0.081941284	0.18750054	-0.029378135	-0.15709084	0.15537499	0.17598577	0.18809062	0.15307148	0.2870194
0000-0002-3340-8518	0.14338657	-0.23963274	0.07685011	0.03392841	-0.30985662	-0.035970286	-0.0058241333	-0.11324081	-0.038463913	-0.20794721	-0.02899298	0.15581454	0.04699565	-0.06482477	0.13498412	-0.11046527	0.1542971	-0.25603122	0.16053216	0.30941942	0.15041697	0.21254674	-0.13510972	-0.2117085	0.07034441	-0.16007489	-0.037007898	-0.082516715	0.19611415	-0.3563027	-0.24172267	0.30623847
0000-0002-3357-6570	-0.026500277	0.10366573	-0.035245452	0.14532648	-0.3321383	0.18690589	-0.16808516	0.16716039	-0.18565957	-0.17927721	-0.025960496	0.118553944	0.23441002	0.11670781	-0.15922849	-0.28385055	0.12038844	-0.09879565	0.39035428	-0.13575158	-0.15565197	-0.20711105	0.13849534	-0.20678839	-0.08223014	-0.16189285	0.08287907	0.15656637	0.16174698	-0.23660234	0.17837141	0.08047274
0000-0002-3360-5108	0.00466422	-0.22433984	-0.18813455	0.022091193	0.23464239	0.07686572	-0.030436087	0.21169786	-0.19494292	-0.19771266	-0.12751529	-0.2622507	0.120665915	0.39905128	0.1577666	-0.03404653	-0.1882762	-0.042187188	0.4185622	0.020668002	0.1796977	-0.18363255	-0.1650707	0.13792646	0.014965461	-0.0011765006	-0.030271452	0.11445281	-0.05250786	-0.11640122	0.29786488	-0.026004784
0000-0002-3389-6275	0.40628174	0.17177889	0.22140452	-0.013049862	-0.113456964	-0.3966111	-0.017969454	-0.11637536	0.005337036	0.14679827	-0.10290316	0.001613384	0.18665577	-0.096177734	-0.046365853	0.14643002	0.17638998	-0.09118472	0.16357122	0.10457073	-0.018521696	0.103056505	0.21953353	-0.22663476	-0.22574645	0.14283438	-0.22857894	0.03717171	0.1953153	0.16222374	-0.22181968	-0.21457735
0000-0002-3404-8964	-0.057381134	-0.3012493	-0.21473685	-0.0028987846	0.1970816	-0.019071775	-0.00089100335	-0.22764581	0.03007315	0.010928094	0.2454595	0.027107434	0.17593357	0.15750042	0.18172312	0.46962583	0.118659414	0.21963313	-0.27428246	-0.11313572	-0.18647817	0.007828046	-0.017318252	0.2862827	-0.11432759	0.2567753	-0.14496955	-0.08864316	-0.07722895	-0.015659349	-0.06794034	0.10641287
0000-0002-3426-0914	-0.11008187	-0.33122376	-0.08681386	0.080018416	0.12989068	0.065740645	0.085530415	-0.08293801	-0.14410046	0.10489753	0.24974787	-0.236234	-0.1494782	0.24851769	0.18762426	0.36864442	0.027615484	0.11392334	0.14646696	-0.100334845	0.035878137	0.13053113	0.036234085	0.007370824	-0.1926574	0.19084491	-0.11291052	0.020230751	-0.15697004	-0.24582072	0.38086423	-0.20473476
0000-0002-3433-4530	-0.007941648	0.024310714	-0.15067561	-0.16544232	0.123337425	0.00051848654	-0.19631183	-0.16380042	0.15751728	-0.05327729	0.017172284	0.07268955	-0.117848136	0.080760956	0.1517655	0.10843785	0.036387566	0.02026862	-0.0759855	0.39488325	0.31699735	-0.02449977	-0.034289338	0.2843277	-0.12299683	0.35478616	0.14784725	-0.11919934	0.19016978	0.29408506	0.073282436	0.35864073
0000-0002-3433-4864	-0.013722914	0.2169023	0.1637083	0.13990399	0.19879122	-0.5512336	-0.0027121615	-0.05494656	-0.029731505	-0.1825295	-0.042924907	-0.00431848	-0.2078348	-0.2822357	-0.06106092	0.04230476	0.045374162	-0.04410152	-0.32260954	0.11781948	0.2517406	-0.024411434	-0.12235252	-0.12748575	0.071809985	0.08089536	0.17493363	-0.121277206	-0.0329953	0.27839625	-0.20445919	-0.031540602
0000-0002-3435-139X	-0.2501856	0.09644364	0.14015156	0.19475627	0.22658662	-0.12253713	0.085458234	0.039605178	-0.14162703	-0.07056998	0.11907828	-0.065204315	-0.41067937	0.21828474	-0.060767964	0.3097636	0.24136484	0.048123147	-0.095962584	-0.19667275	-0.2255382	-0.1756635	0.022108935	-0.10498546	-0.29465652	-0.17159419	0.19103463	0.09284465	0.0867143	0.025431152	-0.1567266	-0.20018266
0000-0002-3437-3329	-0.12567107	-0.103135854	0.07226906	0.20599698	-0.122369304	0.44531	-0.3002658	-0.060679357	-0.31680065	0.14139871	0.061275925	0.16982917	0.16457224	0.230481	-0.13110591	-0.11541039	-0.0007414099	0.0851177	-0.11732219	-0.0038880738	0.16899744	-0.18468091	-0.20638907	0.13263832	-0.009879	-0.11947794	0.3204164	-0.16394939	0.24154742	0.038169444	-0.06504493	0.057407845
0000-0002-3442-8289	-0.15744254	-0.3028858	-0.08793431	0.02511372	-0.097562805	-0.23416977	0.33340192	0.024850339	-0.25403813	-0.0011363723	-0.42155775	0.16982068	-0.21861622	0.19657728	-0.08469954	-0.06267855	0.10517938	-0.14612046	-0.2569362	0.06347512	0.1379788	0.13161696	-0.14138146	-0.0559014	-0.10133224	0.027143758	0.22955832	-0.034045465	0.14748913	0.2138692	-0.15149677	0.114530444
0000-0002-3475-2839	-0.16415572	0.043164905	0.105577014	0.30890673	-0.08076705	0.06681431	-0.3484472	-0.24462655	-0.2405006	0.12736845	0.016082732	-0.16135195	0.19778828	0.26076034	0.092174575	0.093404636	0.06826496	-0.040033974	-0.0935806	0.15774737	-0.277201	-0.14625786	0.12782745	0.27395728	-0.07204548	0.09782847	0.08145011	0.3537357	0.05816644	-0.10992913	0.21542911	-0.09876139
0000-0002-3495-1336	-0.17016566	-0.056326885	-0.18612725	-0.058794674	0.14198929	0.29806378	-0.07295347	0.2193403	-0.057155013	0.21626097	-0.3223096	-0.33014807	-0.12699622	-0.15906984	0.15640445	0.22105446	-0.26953906	0.064596415	0.28095406	-0.10153868	-0.097550996	-0.0006509032	-0.22422118	-0.21635517	0.09720955	-0.046905126	0.05065045	-0.10104716	0.045550767	-0.008625824	-0.01911842	-0.30008185
0000-0002-3499-466X	-0.06042766	0.1265035	-0.09631357	0.19784153	0.05778922	-0.31683847	0.29203755	0.21852608	0.28312832	0.01281139	0.019298239	0.10913543	-0.070135936	0.12938043	-0.0011698975	0.0025961364	-0.22044031	-0.08236201	-0.18773662	-0.30158678	-0.03919551	-0.15145816	-0.30165708	0.114423536	0.1572785	0.22030745	-0.017214831	0.03707901	0.39702132	-0.080298655	0.041539256	-0.1732174
0000-0002-3515-3993	-0.10165648	0.37671423	-0.013314412	-0.06795825	0.06277123	0.098936245	0.053730864	-0.16773097	-0.12803908	-0.036326904	0.026295789	0.23204234	0.029665485	-0.07827426	-0.12851366	-0.19492759	0.09546165	-0.1445729	0.003493137	0.13583778	0.20240818	0.15854046	-0.18395682	0.19395828	-0.032986067	0.09762709	-0.51679695	0.27725726	0.2487171	0.20907383	-0.061846975	0.12012774
0000-0002-3518-9208	0.10383947	0.007868534	0.12866718	-0.23566392	-0.11565406	0.016529981	0.0038832733	-0.2660724	-0.035780292	-0.115359254	0.35247615	0.16947009	-0.035826184	0.19611587	-0.16477954	0.078412436	0.21432413	0.11946687	-0.16781145	0.28066912	-0.24513303	-0.11859904	-0.049528886	-0.025070125	0.13334835	0.025519885	0.30146292	0.008562504	-0.038396504	0.4265995	-0.09953598	0.21183987
0000-0002-3520-2046	-0.19275331	0.12693551	-0.09309968	-0.13131689	-0.20435233	0.27016816	-0.27764094	0.09671609	-0.16264987	0.1463696	0.023499172	-0.12943509	0.28803614	-0.008532819	-0.18215847	-0.072615474	-0.22313356	-0.0738293	0.14399916	0.053513493	0.16769478	-0.43068492	-0.1796881	0.17937042	0.056014992	0.061710194	-0.1962001	-0.004997014	0.051949613	-0.079439044	0.30490246	0.1691269
0000-0002-3529-8746	-0.35338393	-0.21381436	0.1570895	0.23997758	0.08049879	0.028594278	-0.10207429	-0.1399273	-0.2077884	0.095273696	-0.15146227	-0.14119804	-0.02177749	0.08381679	-0.15779103	-0.13291898	0.2305038	0.041171532	-0.24559332	-0.26856968	0.15907505	0.15872552	-0.18838398	-0.25204167	0.0001184509	0.13630222	0.040451817	0.23997301	-0.0081277555	0.38581225	-0.019486155	0.027612805
0000-0002-3537-5756	0.0015723204	0.26248056	0.2618749	0.2581391	0.024014525	-0.15147808	-0.27054885	-0.33322608	-0.013298639	-0.10412349	-0.13232416	0.10476047	-0.08079715	-0.21222362	-0.06575565	0.014625325	0.03510032	-0.1452222	-0.08692694	0.16075991	-0.35565856	-0.28226045	0.13360487	0.05746849	-0.026744433	0.27915624	0.00037300214	0.028207738	0.16051814	0.20673114	0.19793525	0.14953303
0000-0002-3552-9161	-0.07298879	0.20998435	2.7093174e-06	-0.25790277	0.033447806	0.21614563	0.10679885	-0.07047431	0.15544985	0.19650123	0.19852914	0.07029461	-0.043240625	0.15224874	0.30436948	0.28141838	-0.19729994	-0.05301145	0.1318716	0.17044349	0.006918976	-0.15399548	-0.24107888	-0.24126163	-0.340242	0.003321939	-0.17113216	0.040945683	-0.16311069	-0.121635035	0.22100408	0.2249141
0000-0002-3553-8658	-0.181795	-0.21927926	0.07804754	-0.11360108	0.17081675	-0.13788556	-0.0072875754	-0.2696679	-0.04235735	-0.2135952	0.02741852	0.09979271	-0.3714875	0.082794204	-0.2965595	0.0042704586	-0.09253281	-0.034498673	-0.18992457	-0.12747683	0.06512553	0.22156544	-0.2001655	-0.101778574	-0.1106179	0.011220212	0.12877977	-0.0432122	0.06449735	0.43419486	-0.25123832	0.18842666
0000-0002-3561-3048	-0.19467098	0.06433659	-0.16549039	-0.23495202	-0.17619286	-0.058458995	0.18279192	0.38662174	0.26306385	0.04293957	-0.09203177	-0.034340777	-0.019510174	-0.030609889	-0.263669	-0.110447474	-0.103061885	0.21870314	-0.042827405	0.039855953	-0.031668592	-0.21925041	0.13950093	0.028706841	0.0313841	-0.17034426	-0.09363385	-0.27653772	0.03676141	0.047065992	0.14463536	0.4725781
0000-0002-3570-787X	-0.028621137	0.11398365	-0.03223526	0.17956905	0.1251487	0.25945568	0.22050653	-0.10053348	0.011539123	-0.27912536	-0.28011048	-0.20804971	0.35315475	-0.009903679	0.047480073	-0.054794	-0.094890565	-0.03023423	0.11917188	-0.08801036	0.07719364	0.21199702	0.07502927	0.16441485	0.05510552	-0.0187736	-0.35497147	0.32640967	-0.054784685	-0.116884634	-0.3362528	0.015294117
0000-0002-3583-9549	0.10770252	0.26762605	0.36364695	0.029817656	0.10713654	-0.016658995	0.14169276	0.045094516	0.33274114	0.43712574	0.05679714	0.06297302	-0.21450545	-0.18450454	-0.1754699	-0.15480863	0.16457918	-0.082685046	0.13838106	-0.04068259	-0.18423797	0.07678499	0.09359934	-0.008846194	-0.14604782	0.25418556	-0.019779386	-0.28925496	0.07053368	0.15041521	0.05608678	-0.042817812
0000-0002-3586-1316	-0.05134261	-0.1786756	-0.29857194	-0.012486667	0.2396531	0.20689888	-0.0023391892	0.122275054	0.24048756	0.06792095	0.051215492	0.07275321	0.01754939	0.059318405	0.33088017	-0.35837469	-0.20192766	0.20543492	0.30469495	-0.059838567	-0.16923226	0.103645295	-0.03249246	0.05664479	-0.35313627	-0.12310402	0.11516489	-0.09241169	0.17006844	0.115573905	-0.03412646	0.14382109
0000-0002-3589-9699	0.30401206	0.061747536	0.19347528	-0.24108495	0.0023602375	0.24160299	-0.028235337	0.15929243	0.052270733	0.046117388	0.16308224	0.23179068	-0.157447	-0.1324858	-0.061179765	-0.15119973	-0.07429755	-0.099394135	0.17270307	-0.23494048	0.05494429	-0.14194342	-0.26151383	-0.2187767	-0.013321436	-0.29465124	-0.16160992	0.27188805	0.19613251	-0.07374047	-0.077553354	0.30452076
0000-0002-3599-6018	0.19214688	0.021362953	0.24400677	0.041108843	-0.06015244	-0.29413974	-0.16855364	-0.004321676	0.16589926	0.37131703	-0.069697626	0.27667743	0.110412695	-0.35100576	0.17650358	0.07227032	0.026064502	0.042393077	-0.010461046	0.3075126	0.06899147	0.014256525	-0.14028542	0.17983732	0.17967921	0.32334694	-0.10612757	-0.14449227	-0.11240989	0.09233406	0.026006708	0.13891438
0000-0002-3618-306X	-0.04190157	0.11578272	0.06324285	0.15336882	0.27242362	0.24314076	-0.114292435	0.045343567	0.041055232	0.11250832	-0.014068259	-0.18399864	0.15708335	-0.16423102	0.34164965	0.110533476	-0.29800794	0.17459972	-0.058327388	0.2605705	0.38059163	-0.05637443	0.08984805	0.08882526	-0.2304222	0.29345933	-0.011549518	0.053195566	-0.054866333	0.25213915	0.032309208	-0.12446854
0000-0002-3621-5957	0.38230276	0.012533924	0.12246013	-0.18994123	0.19726987	-0.21694443	0.0937534	0.24552803	-0.12545475	-0.116781875	-0.2577107	0.084710285	-0.10847571	0.1327856	0.031077942	0.09399347	0.22013311	0.26172844	-0.21955357	0.023273535	-0.014846203	-0.280444	0.2099311	-0.20591637	-0.07446989	0.08728927	-0.020374468	0.04594301	0.3263367	-0.12685093	0.037243318	-0.18622302
0000-0002-3622-2794	0.23613104	0.24667893	0.017245177	-0.18918061	-0.18046564	-0.029591318	-0.08314732	-0.19117625	-0.014234092	-0.30661657	-0.051823657	-0.32307908	0.07823449	0.14138637	-0.3111934	-0.027970428	-0.1566602	-0.40104556	0.07213203	-0.0699364	-0.05403055	-0.19377014	-0.16147907	0.23104131	0.105597116	0.037162848	-0.086572066	0.17390838	-0.1585832	-0.0648074	0.119662955	-0.18986732
0000-0002-3645-6670	0.22711965	0.044300776	-0.2563918	-0.28487456	-0.24529013	-0.10073572	0.024427308	-0.04227214	-0.054569487	-0.05695654	0.105717406	0.2368104	0.18650208	0.008204232	0.0026444083	-0.008647747	-0.063788965	0.18718283	0.27301648	0.24904887	-0.32842532	0.11961047	-0.20522754	-0.18873215	0.1345136	-0.14053327	-0.018512791	0.059875987	-0.2109044	0.16762319	-0.32735023	-0.14618534
0000-0002-3666-5683	0.22139736	-0.45543692	-0.23450011	0.05165278	0.19690144	0.15976426	-0.08771429	-0.0067805354	-0.14993654	-0.18688278	-0.089799725	-0.019997375	0.14247686	0.040601876	-0.09071318	-0.0754417	0.07009625	-0.101554886	0.21554326	0.028621467	-0.014639685	0.05236311	0.16788535	-0.13844508	-0.24481162	0.1123482	-0.11821532	0.2423555	-0.042487405	-0.3678285	-0.30419374	-0.1562482
0000-0002-3668-5764	0.11140474	0.14560291	0.24725401	-0.108809635	-0.3172363	-0.16403896	0.09377514	-0.047004234	0.29205874	0.22319175	0.069250315	-0.054634474	-0.11338018	-0.16508378	0.012270664	-0.2810337	-0.21865349	-0.11247459	-0.1389651	-0.08146456	0.17586635	-0.17924456	0.034020267	0.3418056	-0.050095033	0.31370708	0.021209056	-0.027950188	-0.22452646	-0.1065926	-0.111201674	-0.22132817
0000-0002-3687-8750	0.2090832	-0.1929818	0.23068433	0.21831147	0.049379747	0.054263618	-0.11884137	0.07837926	-0.12839565	0.075434364	-0.009606272	-0.10458579	0.16538481	0.35887602	-0.26465276	-0.14686587	0.15519829	0.1510186	0.1551433	0.1291868	0.17295253	0.066943176	0.12320869	-0.2471527	-0.2807239	0.031146616	0.315301	0.3217662	0.033269297	0.009546129	-0.15106085	-0.08065058
0000-0002-3708-8558	-0.11872288	-0.502197	-0.20846884	0.07312157	-0.09197141	-0.1337375	0.39825973	0.2617798	-0.3175129	0.12197841	0.25707522	-0.026667226	0.020770231	0.19445942	-0.13451277	0.11259583	0.00021699358	0.20963448	-0.1883097	0.046711892	0.040595315	-0.091024876	-0.018439312	0.08948974	0.06839609	-0.12834571	-0.013549428	0.09521759	0.19675373	0.054601006	-0.06732718	-0.058366675
0000-0002-3710-583X	-0.12646356	-0.21226598	-0.035507564	0.08713447	-0.1389889	-0.13918923	0.41552645	-0.19044714	-0.30925685	-0.02015828	-0.36904892	0.120916605	-0.2608848	0.1519684	-0.33762375	0.19666146	-0.05585219	-0.121311896	-0.12829022	0.051806714	-0.04352405	-0.0021175302	-0.08909337	-0.012464755	-0.06304704	-0.042949043	0.10128389	0.14236811	0.17131093	0.27166653	-0.07052074	-0.018683843
0000-0002-3725-9011	-0.1941449	0.16022888	0.23186521	0.17578194	0.11305107	-0.087045774	0.062900454	-0.1110386	-0.034780085	-0.15942116	0.23688823	-0.05382639	-0.18302521	-0.19272725	0.25856638	0.39228708	-0.023662327	0.07163921	-0.3457806	-0.038879644	0.029105552	0.09093701	0.14233935	0.14336291	-0.008150216	0.1392751	0.09106004	-0.039277058	0.03404015	0.3948202	0.12898126	-0.24213476
0000-0002-3744-062X	-0.14518024	-0.15387172	0.029545415	-0.2635355	0.19305561	-0.20679255	0.3812454	-0.11019118	0.18134782	-0.029203068	0.24972111	-0.16912073	-0.09867395	-0.17778292	-0.02968998	-0.10647122	-0.2611455	0.123393044	-0.076765195	0.27386153	0.105945796	0.34452674	-0.014028681	0.17847148	-0.20574439	0.1877794	-0.19055703	0.020893374	0.102466285	0.11996689	0.00038350114	-0.060142968
0000-0002-3761-7683	0.10739749	-0.09551065	-0.07989186	0.38462332	-0.14576799	0.19520286	0.13419376	-0.10302488	-0.32196456	-0.15040873	-0.15041997	0.26701605	-0.11124611	0.40550682	0.035473373	-0.018296167	0.117008634	0.195237	0.17594871	0.11751986	-0.121136054	0.14665614	-0.15858825	-0.2675881	0.09139786	-0.11263615	0.045541696	-0.054508314	-0.10164245	0.022037668	-0.017456677	0.26780623
0000-0002-3804-6229	-0.4009822	-0.06230159	-0.16001588	0.14329852	0.06255146	0.26322958	-0.052996587	0.24096955	-0.10043493	0.013942903	0.009573719	0.008995532	0.37836507	-0.04594718	0.028557356	0.14593473	-0.3582851	0.09792542	-0.25329068	-0.05079797	0.095339246	0.0032978817	0.013508829	-0.28298497	0.26828295	0.06016105	-0.04321104	-0.08299545	0.1079153	0.25068033	0.079450615	0.13442522
0000-0002-3842-3813	0.019534009	0.19650412	-0.10566026	0.090940244	0.026328199	0.3299795	0.07533623	0.021115897	-0.016318694	-0.018899517	-0.1347538	-0.10881847	0.34791872	0.14298154	-0.18808666	0.18681036	-0.057763968	0.23997356	-0.18749978	0.18576704	0.13751459	0.025178159	0.015590472	0.0036029613	0.111033894	-0.019706419	-0.5031454	0.019307544	0.34683123	-0.010090233	-0.20928325	0.0514947
0000-0002-3844-7639	-0.20763686	0.18230526	-0.2682345	0.13382934	-0.17501912	0.26000336	-0.15149602	-0.29551014	0.095727324	-0.30940723	0.06659073	-0.19231284	-0.028581167	-0.13737197	0.21359634	0.033931892	0.1922763	0.09096928	0.3056974	-0.0062415227	-0.038949113	0.14080481	0.22827686	-0.036772676	-0.08013298	-0.15853097	-0.23070866	0.14689337	-0.116394475	0.0038256824	-0.27508074	-0.05808593
0000-0002-3850-5616	0.23003957	-0.1671304	0.1975919	0.10613598	0.07191665	0.41047204	-0.22408241	-0.16655792	0.2248066	-0.04774924	0.1312863	-0.020761019	0.23616208	0.07439825	-0.32420215	-0.16068164	-0.071403675	-0.28747362	-0.028660165	-0.028870456	0.19962063	-0.124073535	-0.2524257	0.09899662	0.24301952	0.06901599	-0.08978291	-0.19084287	-0.059317403	-0.0350454	-0.043132693	0.14643173
0000-0002-3853-3545	-0.17617044	-0.24490985	-0.15667936	0.24983434	-0.26131162	-0.19630186	-0.34063974	-0.00987616	-0.33045074	0.052947246	0.024469536	0.056716576	-0.11019647	0.19914205	-0.19775417	0.28473654	0.1332667	0.19093737	0.13623935	0.036673535	0.041117415	0.104752734	0.013820102	0.25758588	-0.011673746	-0.020236326	-0.3921153	0.018232293	-0.01828992	0.052100156	-0.013143444	0.009293849
0000-0002-3860-8658	0.1519636	0.14976406	-0.2886843	-0.1831762	-0.04446091	0.36469644	0.25452724	-0.117698975	0.19713835	-0.1994529	-0.23556732	-0.0086435545	0.10209381	-0.2823062	0.07720316	0.04328401	-0.29022998	0.28853184	0.06914366	-0.14643565	-0.030988092	0.112042725	0.06676614	-0.07254217	-0.22865951	0.1668	0.15652648	0.055673264	-0.023140587	0.104120374	0.11413932	0.20675534
0000-0002-3885-957X	0.22035109	0.40957725	-0.108474456	-0.01782977	-0.08258268	-0.17135899	0.025571432	-0.052651405	-0.077163324	0.15877216	-0.06229134	0.2635907	0.26804927	-0.25311977	-0.18497299	-0.06188946	-0.047826324	-0.15258984	-0.06366666	0.18005276	-0.063211024	-0.16458666	0.007253828	0.04121941	-0.1901285	0.1068711	-0.48332092	0.070486315	0.010862163	0.2663215	0.03179945	0.020882845
0000-0002-3886-3974	-0.01873408	-0.049362663	-0.08023298	0.32678038	-0.2368873	0.021311177	0.10427501	-0.2851921	0.021335507	0.07786502	-0.26241755	0.3224802	-0.010270974	0.13849452	0.18021409	-0.098094225	-0.033889543	-0.3397482	-0.19283997	0.12896872	0.048391238	-0.20682822	-0.36690703	-0.09918727	0.25691193	0.17602535	0.03681983	0.09832995	-0.019837836	0.061094012	0.07980453	0.12636474
0000-0002-3923-2998	0.042456254	-0.25305262	0.07569726	0.04831365	0.23431492	0.10085318	0.11343417	0.22069024	-0.272914	0.080101244	-0.08693095	0.082609445	0.013860897	0.074364655	-0.08957638	-0.123374745	0.39162487	0.3758651	0.104082845	-0.27736697	-0.05836814	0.19709773	0.11551011	0.09716292	-0.14740366	0.17104836	-0.04589571	0.09138864	0.15321504	-0.17459507	0.32805926	0.068782784
0000-0002-3931-3165	-0.021901239	0.19462132	0.11635165	-0.22049294	0.092986986	-0.2595217	0.27761114	0.19716355	-0.20974542	0.23421706	-0.012313136	-0.1611025	-0.14026181	0.14280796	-0.32822707	0.15393952	0.15825596	-0.060001142	-0.059513774	0.34217146	-0.19911179	0.14254467	0.021129282	0.07091306	0.00744746	0.08630742	-0.081338875	-0.20668118	0.1293681	-0.2631984	-0.20608543	-0.10520408
0000-0002-3933-9752	-0.005360681	-0.12604472	-0.11001148	-0.2746756	-0.18778986	-0.23569751	-0.091298506	-0.25490278	0.18731439	0.2026088	0.09344621	-0.07229489	0.13809845	-0.20939887	0.25086248	-0.06230385	0.23395357	-0.13250324	-0.026196722	-0.24192445	-0.1719797	0.23224908	0.21697572	0.18184842	0.039984625	0.10726085	0.2396751	-0.07330456	-0.23435962	-0.25488862	-0.08766506	-0.117935434
0000-0002-3956-9363	-0.088210344	-0.1942023	0.011868263	-0.08929982	0.21902421	0.007235399	0.038286336	0.04297681	-0.12045526	-0.086840704	0.41520774	-0.2624294	-0.29119042	0.14321618	0.30344257	0.24362418	0.18511377	0.10865328	0.0054218792	-0.012393442	0.11724429	0.12807378	0.20068137	-0.11800297	-0.22554164	0.27427247	0.088025585	-0.06729385	-0.24101427	0.12109738	0.1538349	0.09803291
0000-0002-3957-6061	0.24423587	0.2632333	0.24904417	-0.26936603	0.13379669	0.113966055	0.09257754	-0.36700708	-0.07649556	0.008822428	-0.032677036	-0.28394958	0.048249174	0.27523166	0.17768618	-0.026970906	-0.15437375	0.13004915	-0.14513299	0.24829659	-0.11317294	-0.02025423	0.16587488	-0.03463012	-0.16440439	0.09809723	-0.1570884	-0.22997358	-0.041670375	0.19642308	-0.044493232	0.2059424
